feature_id,start_frame,used_num,score,stereo_error[3],track_error_per_frame[3],truth_error_per_frame[4]
3677,132,1,0.605729,0 0 0,,
3678,132,1,1.43041,0 0 0,,
3679,132,1,2.15132,0 0 0,,
3682,132,1,0.671075,0 0 0,,
3684,132,1,0.483008,0 0 0,,
3687,132,1,0,0 0 0,,
3688,132,1,1.11817,0 0 0,,
3689,132,1,2.13273,0 0 0,,
3693,132,1,0,0 0 0,,
3694,132,1,0.411669,0 0 0,,
3695,132,1,13523.1,0 0 0,,
3696,132,1,0.639144,0 0 0,,
3700,132,1,0.358066,0 0 0,,
3703,133,1,0.708617,0 0 0,,
3705,133,1,1.04713,0 0 0,,
3708,133,1,0.171665,0 0 0,,
3710,133,1,1.65267,0 0 0,,
3711,133,1,0.453067,0 0 0,,
3712,133,1,1.0516,0 0 0,,
3713,133,1,0.795134,0 0 0,,
3715,133,1,1.44382,0 0 0,,
3717,133,1,0.254264,0 0 0,,
3722,133,1,0.39043,0 0 0,,
3725,133,1,12.0465,0 0 0,,
3731,133,1,0.693162,0 0 0,,
3732,133,1,13.6409,0 0 0,,
3733,134,1,0.989629,0 0 0,,
3734,134,1,1.41954,0 0 0,,
3739,134,1,0.77765,0 0 0,,
3742,134,1,1.18907,0 0 0,,
3746,134,1,1.59158,0 0 0,,
3750,134,1,3.23033,0 0 0,,
3751,134,1,0.370368,0 0 0,,
3752,134,1,0.236829,0 0 0,,
3755,134,1,0.583589,0 0 0,,
3757,135,1,0.395305,0 0 0,,
3761,135,1,0.843674,0 0 0,,
3762,135,1,1.83787,0 0 0,,
3763,135,1,0,0 0 0,,
3765,135,1,0.801099,0 0 0,,
3766,135,1,0.134222,0 0 0,,
3769,135,1,0.309017,0 0 0,,
3770,135,1,13.818,0 0 0,,
3772,135,1,0.405438,0 0 0,,
3773,135,1,1.03325,0 0 0,,
3775,135,1,1.46383,0 0 0,,
3776,135,1,0.046492,0 0 0,,
3777,135,1,0.895844,0 0 0,,
3779,136,1,1.4496,0 0 0,,
3780,136,1,1.56891,0 0 0,,
3781,136,1,0.71232,0 0 0,,
3783,136,1,1.21795,0 0 0,,
3784,136,1,15035.6,0 0 0,,
3785,136,1,0.982209,0 0 0,,
3786,136,1,0.130077,0 0 0,,
3788,136,1,0.472363,0 0 0,,
3789,136,1,1.82159,0 0 0,,
3790,136,1,0.871828,0 0 0,,
3791,136,1,0.200822,0 0 0,,
3793,136,1,1.18102,0 0 0,,
3795,136,1,0.661389,0 0 0,,
3797,136,1,5961.06,0 0 0,,
3798,136,1,0.693927,0 0 0,,
3803,136,1,1.75252,0 0 0,,
3805,136,1,0.234754,0 0 0,,
3807,136,1,0.746669,0 0 0,,
3808,136,1,3.25627,0 0 0,,
3810,137,1,1.78978,0 0 0,,
3811,137,1,0.527172,0 0 0,,
3812,137,1,1.29544,0 0 0,,
3813,137,1,1.08226,0 0 0,,
3814,137,1,0.347395,0 0 0,,
3816,137,1,1.403,0 0 0,,
3819,137,1,0.357546,0 0 0,,
3820,137,1,0.59248,0 0 0,,
3821,137,1,1.10995,0 0 0,,
3822,137,1,2.95674,0 0 0,,
3823,137,1,0.549535,0 0 0,,
3824,137,1,0.278056,0 0 0,,
3825,137,1,0.568806,0 0 0,,
3826,137,1,0.0848023,0 0 0,,
3827,137,1,0.857042,0 0 0,,
3833,137,1,4.95159,0 0 0,,
3834,137,1,0.206684,0 0 0,,
3836,137,1,0.339693,0 0 0,,
3838,137,1,6.81172,0 0 0,,
3840,137,1,0.488078,0 0 0,,
3842,138,1,1.40175,0 0 0,,
3844,138,1,3.64544,0 0 0,,
3845,138,1,1.34661,0 0 0,,
3846,138,1,0.750384,0 0 0,,
3847,138,1,0.882852,0 0 0,,
3848,138,1,0.693987,0 0 0,,
3849,138,1,0.182361,0 0 0,,
3850,138,1,0.484937,0 0 0,,
3851,138,1,0.617472,0 0 0,,
3852,138,1,0.316601,0 0 0,,
3853,138,1,1.3321,0 0 0,,
3854,138,1,16735.9,0 0 0,,
3855,138,1,15717.7,0 0 0,,
3856,138,1,1.43853,0 0 0,,
3857,138,1,0.324826,0 0 0,,
3858,138,1,0.362013,0 0 0,,
3859,138,1,0.405982,0 0 0,,
3860,138,1,0.895039,0 0 0,,
3861,138,1,0.530199,0 0 0,,
3863,138,1,0.54928,0 0 0,,
3864,138,1,0.168865,0 0 0,,
3866,138,1,2.55465,0 0 0,,
3868,138,1,0.868201,0 0 0,,
3869,138,1,0.73975,0 0 0,,
3872,138,1,1.58149,0 0 0,,
3873,138,1,1.76411,0 0 0,,
3876,138,1,1.76384,0 0 0,,
3877,138,1,1.10697,0 0 0,,
3878,139,1,1.79778,0 0 0,,
3880,139,1,0.662091,0 0 0,,
3881,139,1,0.316418,0 0 0,,
3882,139,1,0.401993,0 0 0,,
3883,139,1,1.87464,0 0 0,,
3884,139,1,1.49926,0 0 0,,
3885,139,1,0.622089,0 0 0,,
3886,139,1,1.72575,0 0 0,,
3887,139,1,0.549576,0 0 0,,
3888,139,1,0.406835,0 0 0,,
3889,139,1,0.386878,0 0 0,,
3890,139,1,0.709771,0 0 0,,
3892,139,1,0.594836,0 0 0,,
3894,139,1,5267.37,0 0 0,,
3895,139,1,0.484198,0 0 0,,
3896,139,1,1.06496,0 0 0,,
3897,139,1,0.405447,0 0 0,,
3898,139,1,6605.5,0 0 0,,
3899,139,1,0.240402,0 0 0,,
3900,139,1,0.444428,0 0 0,,
3901,139,1,1.03402,0 0 0,,
3902,139,1,0.382496,0 0 0,,
3903,139,1,0.268502,0 0 0,,
3904,139,1,0,0 0 0,,
3905,139,1,30637.9,0 0 0,,
3906,139,1,0.458752,0 0 0,,
3909,139,1,1.17789,0 0 0,,
3910,139,1,0.98158,0 0 0,,
3911,139,1,1.00464,0 0 0,,
3912,139,1,0.465748,0 0 0,,
3914,139,1,0.639242,0 0 0,,
3916,139,1,0.500115,0 0 0,,
3917,139,1,1.19547,0 0 0,,
3918,139,1,1.06967,0 0 0,,
3919,139,1,1.27885,0 0 0,,
3920,140,1,2.19192,0 0 0,,
3922,140,1,1.40335,0 0 0,,
3924,140,1,0.579708,0 0 0,,
3926,140,1,0.588862,0 0 0,,
3928,140,1,0.239815,0 0 0,,
3929,140,1,0.674142,0 0 0,,
3931,140,1,0.946235,0 0 0,,
3932,140,1,1.31292,0 0 0,,
3933,140,1,5.09318,0 0 0,,
3934,140,1,0.161738,0 0 0,,
3935,140,1,1.13613,0 0 0,,
3937,140,1,1.3482,0 0 0,,
3938,140,1,1.63121,0 0 0,,
3939,140,1,1.2523,0 0 0,,
3940,140,1,2.25285,0 0 0,,
3941,140,1,78455.9,0 0 0,,
3942,140,1,0.238976,0 0 0,,
3943,140,1,88430.7,0 0 0,,
3945,140,1,1.00593,0 0 0,,
3946,140,1,0.919485,0 0 0,,
3947,140,1,520980,0 0 0,,
3948,140,1,1.31647,0 0 0,,
3949,140,1,1.09656,0 0 0,,
3952,140,1,1.48442,0 0 0,,
3954,140,1,0.179023,0 0 0,,
3956,140,1,0.263519,0 0 0,,
3957,140,1,0.586942,0 0 0,,
3958,140,1,0.395336,0 0 0,,
3959,140,1,0.722449,0 0 0,,
3960,140,1,0.408626,0 0 0,,
3961,140,1,2.5433,0 0 0,,
3963,140,1,0.652456,0 0 0,,
3964,140,1,0.593153,0 0 0,,
3965,140,1,1.55257,0 0 0,,
3966,140,1,185014,0 0 0,,
3968,140,1,0.713436,0 0 0,,
3969,140,1,0.368661,0 0 0,,
3970,141,1,1.11086,0 0 0,,
3972,141,1,0.514332,0 0 0,,
3973,141,1,0.416037,0 0 0,,
3974,141,1,0.903903,0 0 0,,
3975,141,1,1.67241,0 0 0,,
3976,141,1,0.515951,0 0 0,,
3977,141,1,0.372265,0 0 0,,
3978,141,1,1.41479,0 0 0,,
3981,141,1,1.30081,0 0 0,,
3982,141,1,1.00481,0 0 0,,
3983,141,1,0.825988,0 0 0,,
3984,141,1,0.354308,0 0 0,,
3985,141,1,11.3379,0 0 0,,
3986,141,1,2.76476,0 0 0,,
3987,141,1,0.849979,0 0 0,,
3988,141,1,1.37294,0 0 0,,
3989,141,1,1.70499,0 0 0,,
3990,141,1,2.11952,0 0 0,,
3992,141,1,2.19673,0 0 0,,
3993,141,1,2.4166,0 0 0,,
3994,141,1,0.352136,0 0 0,,
3995,141,1,74.4048,0 0 0,,
3997,141,1,1.64893,0 0 0,,
3998,141,1,45.3515,0 0 0,,
4001,141,1,0.419394,0 0 0,,
4003,141,1,0.719669,0 0 0,,
4004,141,1,2.39997,0 0 0,,
4006,141,1,0.840033,0 0 0,,
4007,141,1,0.659851,0 0 0,,
4008,141,1,0.988904,0 0 0,,
4009,141,1,1.68588,0 0 0,,
4011,141,1,0,0 0 0,,
4014,141,1,79.3651,0 0 0,,
4016,142,1,1.81466,0 0 0,,
4017,142,1,0.51351,0 0 0,,
4019,142,1,1.15174,0 0 0,,
4021,142,1,0.113729,0 0 0,,
4022,142,1,0.667319,0 0 0,,
4024,142,1,0.58357,0 0 0,,
4028,142,1,0.737602,0 0 0,,
4029,142,1,5.76858,0 0 0,,
4030,142,1,1.13412,0 0 0,,
4031,142,1,7874.39,0 0 0,,
4032,142,1,1.3687,0 0 0,,
4033,142,1,0.372335,0 0 0,,
4035,142,1,235081,0 0 0,,
4037,142,1,0.921592,0 0 0,,
4038,142,1,0.96436,0 0 0,,
4041,142,1,0.874563,0 0 0,,
4044,142,1,1.01771,0 0 0,,
4045,142,1,224023,0 0 0,,
4046,142,1,262631,0 0 0,,
4048,142,1,0.846448,0 0 0,,
4051,142,1,1.47197,0 0 0,,
4053,142,1,0.212101,0 0 0,,
4054,142,1,8.61412,0 0 0,,
4058,142,1,2.42055,0 0 0,,
4062,142,1,51042.2,0 0 0,,
4065,143,1,0.678421,0 0 0,,
4067,143,1,0.858091,0 0 0,,
4068,143,1,0.718702,0 0 0,,
4069,143,1,515139,0 0 0,,
4072,143,1,0.40719,0 0 0,,
4074,143,1,1.38973,0 0 0,,
4075,143,1,0.689428,0 0 0,,
4076,143,1,0.628509,0 0 0,,
4078,143,1,580582,0 0 0,,
4080,143,1,8.86724,0 0 0,,
4082,143,1,0.666796,0 0 0,,
4083,143,1,0.549925,0 0 0,,
4084,143,1,1.05296,0 0 0,,
4085,143,1,0.524801,0 0 0,,
4086,143,1,1.42029,0 0 0,,
4089,143,1,520.158,0 0 0,,
4090,143,1,0.948269,0 0 0,,
4092,143,1,204963,0 0 0,,
4093,143,1,185016,0 0 0,,
4094,143,1,0.268223,0 0 0,,
4097,143,1,1.87611,0 0 0,,
4100,143,1,0.728584,0 0 0,,
4103,144,1,1.86882,0 0 0,,
4104,144,1,1.14526,0 0 0,,
4106,144,1,0.525308,0 0 0,,
4108,144,1,0.468784,0 0 0,,
4109,144,1,2.70187,0 0 0,,
4110,144,1,188821,0 0 0,,
4112,144,1,1.27238,0 0 0,,
4113,144,1,1.23812,0 0 0,,
4115,144,1,2.0849,0 0 0,,
4117,144,1,0.960197,0 0 0,,
4118,144,1,1.18662,0 0 0,,
4123,144,1,202875,0 0 0,,
4124,144,1,1.95574,0 0 0,,
4125,144,1,1.68057,0 0 0,,
4128,144,1,0.814297,0 0 0,,
4129,144,1,0.288237,0 0 0,,
4130,144,1,0.0844994,0 0 0,,
4131,144,1,184588,0 0 0,,
4132,144,1,378293,0 0 0,,
4133,144,1,0.68832,0 0 0,,
4137,144,1,0.321524,0 0 0,,
4141,145,1,0.871256,0 0 0,,
4142,145,1,0.814797,0 0 0,,
4143,145,1,1.12666,0 0 0,,
4144,145,1,1.33991,0 0 0,,
4145,145,1,1.41723,0 0 0,,
4146,145,1,0.933287,0 0 0,,
4147,145,1,0.581735,0 0 0,,
4148,145,1,4.26973,0 0 0,,
4149,145,1,0.321798,0 0 0,,
4150,145,1,0.531463,0 0 0,,
4152,145,1,0.945331,0 0 0,,
4155,145,1,0.76122,0 0 0,,
4156,145,1,1.10187,0 0 0,,
4157,145,1,1.07789,0 0 0,,
4158,145,1,13.4637,0 0 0,,
4160,145,1,0.108459,0 0 0,,
4161,145,1,0.454672,0 0 0,,
4162,145,1,3.3776,0 0 0,,
4164,145,1,0.363804,0 0 0,,
4166,145,1,0.256677,0 0 0,,
4168,145,1,73.519,0 0 0,,
4169,145,1,0.57335,0 0 0,,
4171,145,1,14.5266,0 0 0,,
4172,145,1,0.525635,0 0 0,,
4173,145,1,1.58565,0 0 0,,
4175,145,1,1.19059,0 0 0,,
4178,146,1,2.51956,0 0 0,,
4179,146,1,0.567841,0 0 0,,
4180,146,1,0.262141,0 0 0,,
4181,146,1,0.670499,0 0 0,,
4183,146,1,31.3563,0 0 0,,
4187,146,1,8.19519,0 0 0,,
4190,146,1,0.644082,0 0 0,,
4191,146,1,21.4357,0 0 0,,
4192,146,1,2.9517,0 0 0,,
4193,146,1,29.7619,0 0 0,,
4194,146,1,0.95255,0 0 0,,
4201,146,1,0.152662,0 0 0,,
4202,146,1,0.445698,0 0 0,,
4203,146,1,0.42747,0 0 0,,
4204,146,1,0,0 0 0,,
4205,146,1,0.65172,0 0 0,,
4206,146,1,0.440248,0 0 0,,
4207,146,1,2.88537,0 0 0,,
4208,146,1,0.901867,0 0 0,,
4209,146,1,0.767672,0 0 0,,
4213,146,1,0.130305,0 0 0,,
4215,146,1,0.682229,0 0 0,,
4216,146,1,0.101791,0 0 0,,
4219,147,1,0.347408,0 0 0,,
4221,147,1,2.6753,0 0 0,,
4228,147,1,1.3074,0 0 0,,
4230,147,1,0,0 0 0,,
4232,147,1,0.243587,0 0 0,,
4234,147,1,1.21445,0 0 0,,
4236,147,1,0.25299,0 0 0,,
4237,147,1,1.46823,0 0 0,,
4239,147,1,263475,0 0 0,,
4240,147,1,0.758071,0 0 0,,
4241,147,1,21368.5,0 0 0,,
4249,148,1,1.32701,0 0 0,,
4250,148,1,0.754644,0 0 0,,
4252,148,1,1.54495,0 0 0,,
4253,148,1,1.39538,0 0 0,,
4256,148,1,0.505412,0 0 0,,
4257,148,1,0.414728,0 0 0,,
4258,148,1,0.41445,0 0 0,,
4260,148,1,2.40449,0 0 0,,
4261,148,1,0.491424,0 0 0,,
4262,148,1,0.449986,0 0 0,,
4263,148,1,1.38305,0 0 0,,
4264,148,1,684002,0 0 0,,
4266,148,1,0.331987,0 0 0,,
4268,148,1,0.389925,0 0 0,,
4269,148,1,0.844146,0 0 0,,
4272,148,1,0.744283,0 0 0,,
4276,148,1,1.68186,0 0 0,,
4277,148,1,0.447757,0 0 0,,
4278,148,1,0.583171,0 0 0,,
4279,148,1,2.36686,0 0 0,,
4285,149,1,1.03474,0 0 0,,
4286,149,1,44790.4,0 0 0,,
4287,149,1,1.84057,0 0 0,,
4288,149,1,345659,0 0 0,,
4289,149,1,1.98515,0 0 0,,
4292,149,1,1.33357,0 0 0,,
4293,149,1,1.15643,0 0 0,,
4294,149,1,1.10585,0 0 0,,
4295,149,1,1.19614,0 0 0,,
4298,149,1,0.619341,0 0 0,,
4299,149,1,1.49861,0 0 0,,
4300,149,1,3.47971,0 0 0,,
4301,149,1,1872.3,0 0 0,,
4305,149,1,0.298568,0 0 0,,
4306,149,1,0.713537,0 0 0,,
4309,149,1,1.62247,0 0 0,,
4310,149,1,1.00929,0 0 0,,
4311,149,1,0.54053,0 0 0,,
4312,149,1,0.323264,0 0 0,,
4314,150,1,1.28852,0 0 0,,
4315,150,1,1.32355,0 0 0,,
4316,150,1,606543,0 0 0,,
4317,150,1,3.56926,0 0 0,,
4318,150,1,102778,0 0 0,,
4322,150,1,0.952399,0 0 0,,
4323,150,1,2.28382,0 0 0,,
4324,150,1,0.648727,0 0 0,,
4326,150,1,2.60039,0 0 0,,
4328,150,1,1.44115,0 0 0,,
4329,150,1,0.699661,0 0 0,,
4331,150,1,0.910601,0 0 0,,
4333,150,1,2.24953,0 0 0,,
4334,150,1,1.01322,0 0 0,,
4338,150,1,2.29221,0 0 0,,
4339,150,1,1.6155,0 0 0,,
4341,150,1,0.601925,0 0 0,,
4342,150,1,0.728181,0 0 0,,
4344,150,1,1.39003,0 0 0,,
4346,150,1,1.31346,0 0 0,,
4347,150,1,0.523367,0 0 0,,
4348,150,1,0.461198,0 0 0,,
4350,150,1,0.528468,0 0 0,,
4352,150,1,1.74498,0 0 0,,
4354,151,1,0.51114,0 0 0,,
4355,151,1,0.531611,0 0 0,,
4356,151,1,5.47049,0 0 0,,
4357,151,1,0.708617,0 0 0,,
4358,151,1,1.04741,0 0 0,,
4359,151,1,12.7551,0 0 0,,
4360,151,1,0.37331,0 0 0,,
4361,151,1,1.19295,0 0 0,,
4362,151,1,0.923518,0 0 0,,
4363,151,1,0.191703,0 0 0,,
4364,151,1,1.52915,0 0 0,,
4365,151,1,0.645196,0 0 0,,
4366,151,1,0.646387,0 0 0,,
4367,151,1,1.00385,0 0 0,,
4369,151,1,1.9468,0 0 0,,
4370,151,1,0.212423,0 0 0,,
4371,151,1,0.629691,0 0 0,,
4372,151,1,0.586281,0 0 0,,
4373,151,1,2.33289,0 0 0,,
4374,151,1,0.33678,0 0 0,,
4375,151,1,0.790968,0 0 0,,
4377,151,1,1.40582,0 0 0,,
4378,151,1,0.746991,0 0 0,,
4379,151,1,2.69174,0 0 0,,
4382,151,1,3.1235,0 0 0,,
4383,151,1,0.31707,0 0 0,,
4384,151,1,1.32332,0 0 0,,
4385,151,1,0.233375,0 0 0,,
4389,152,1,0.396685,0 0 0,,
4390,152,1,1.00188,0 0 0,,
4391,152,1,3.6508,0 0 0,,
4393,152,1,0.368415,0 0 0,,
4394,152,1,0.293982,0 0 0,,
4395,152,1,1.56511,0 0 0,,
4396,152,1,1.74107,0 0 0,,
4397,152,1,1.74071,0 0 0,,
4398,152,1,0.649829,0 0 0,,
4399,152,1,0.641958,0 0 0,,
4400,152,1,0.590199,0 0 0,,
4403,152,1,2.53159,0 0 0,,
4405,152,1,0.964027,0 0 0,,
4407,152,1,0.658594,0 0 0,,
4408,152,1,0.770437,0 0 0,,
4409,152,1,0.634381,0 0 0,,
4410,152,1,1.25981,0 0 0,,
4411,152,1,1.6021,0 0 0,,
4412,152,1,1.73336,0 0 0,,
4414,152,1,0.286736,0 0 0,,
4415,152,1,0.350488,0 0 0,,
4416,152,1,12.9323,0 0 0,,
4418,152,1,0.449769,0 0 0,,
4419,152,1,0.210918,0 0 0,,
4420,152,1,0.509284,0 0 0,,
4421,152,1,0.67296,0 0 0,,
4422,152,1,0.491776,0 0 0,,
4423,152,1,1.35532,0 0 0,,
4424,152,1,0.916598,0 0 0,,
4425,152,1,1.17529,0 0 0,,
4426,152,1,2.73018,0 0 0,,
4427,152,1,1.59376,0 0 0,,
4429,152,1,1.16119,0 0 0,,
4432,152,1,0.526581,0 0 0,,
4433,152,1,0.857662,0 0 0,,
4435,152,1,0.46381,0 0 0,,
4438,152,1,2.25491,0 0 0,,
4439,152,1,1.07026,0 0 0,,
4440,152,1,2.19781,0 0 0,,
4443,153,1,1.2816,0 0 0,,
4444,153,1,2.50714,0 0 0,,
4446,153,1,1.03377,0 0 0,,
4448,153,1,0.646513,0 0 0,,
4449,153,1,1.06355,0 0 0,,
4453,153,1,0.772959,0 0 0,,
4454,153,1,0.423257,0 0 0,,
4455,153,1,0.15219,0 0 0,,
4457,153,1,0,0 0 0,,
4458,153,1,1.01924,0 0 0,,
4459,153,1,0.980697,0 0 0,,
4460,153,1,0.387079,0 0 0,,
4461,153,1,325705,0 0 0,,
4462,153,1,1.13177,0 0 0,,
4463,153,1,2.50472,0 0 0,,
4464,153,1,0.948552,0 0 0,,
4465,153,1,3.88773,0 0 0,,
4466,153,1,643027,0 0 0,,
4467,153,1,0.407655,0 0 0,,
4468,153,1,0.305156,0 0 0,,
4469,153,1,0.715469,0 0 0,,
4470,153,1,0,0 0 0,,
4474,153,1,2.04513,0 0 0,,
4475,153,1,0.103491,0 0 0,,
4477,153,1,0.933295,0 0 0,,
4479,153,1,0.76615,0 0 0,,
4480,153,1,0.259808,0 0 0,,
4481,153,1,0.834295,0 0 0,,
4483,153,1,0.39854,0 0 0,,
4484,153,1,0.776764,0 0 0,,
4485,153,1,1.54614,0 0 0,,
4486,153,1,2.49837,0 0 0,,
4487,153,1,1.09065,0 0 0,,
4488,153,1,0.629571,0 0 0,,
4492,153,1,0.771057,0 0 0,,
4493,153,1,0.885151,0 0 0,,
4494,153,1,0.286491,0 0 0,,
4495,154,1,0.285791,0 0 0,,
4496,154,1,3.14553,0 0 0,,
4497,154,1,0.225476,0 0 0,,
4498,154,1,0.32504,0 0 0,,
4499,154,1,0.802337,0 0 0,,
4501,154,1,0.632753,0 0 0,,
4502,154,1,1.08987,0 0 0,,
4505,154,1,0.521608,0 0 0,,
4506,154,1,0.50369,0 0 0,,
4507,154,1,0.304466,0 0 0,,
4508,154,1,1.42976,0 0 0,,
4509,154,1,0.821554,0 0 0,,
4510,154,1,0.793004,0 0 0,,
4511,154,1,2.09985,0 0 0,,
4512,154,1,0.109819,0 0 0,,
4513,154,1,3.17208,0 0 0,,
4515,154,1,0.262849,0 0 0,,
4516,154,1,5.35939,0 0 0,,
4517,154,1,0.297364,0 0 0,,
4518,154,1,0.806216,0 0 0,,
4519,154,1,1.4603,0 0 0,,
4520,154,1,1.55098,0 0 0,,
4522,154,1,2.20343,0 0 0,,
4523,154,1,1.28837,0 0 0,,
4524,154,1,1.33725,0 0 0,,
4525,154,1,0.634196,0 0 0,,
4526,154,1,0.246664,0 0 0,,
4527,154,1,0.951813,0 0 0,,
4528,154,1,0.716933,0 0 0,,
4529,154,1,1.55837,0 0 0,,
4530,154,1,1.47778,0 0 0,,
4531,154,1,0.775261,0 0 0,,
4532,154,1,0.102978,0 0 0,,
4534,154,1,0.600143,0 0 0,,
4535,154,1,0.482577,0 0 0,,
4536,154,1,58.1066,0 0 0,,
4537,154,1,0.784166,0 0 0,,
4538,154,1,65.5471,0 0 0,,
4539,154,1,0.545163,0 0 0,,
4541,155,1,0.391257,0 0 0,,
4542,155,1,0.910168,0 0 0,,
4543,155,1,0.353302,0 0 0,,
4545,155,1,0.40415,0 0 0,,
4546,155,1,1.95641,0 0 0,,
4547,155,1,0.281603,0 0 0,,
4548,155,1,1.17512,0 0 0,,
4549,155,1,0.601365,0 0 0,,
4550,155,1,0.510239,0 0 0,,
4551,155,1,1.46603,0 0 0,,
4552,155,1,0.345551,0 0 0,,
4553,155,1,2.06885,0 0 0,,
4554,155,1,1.06181,0 0 0,,
4555,155,1,0.566702,0 0 0,,
4556,155,1,0.283287,0 0 0,,
4557,155,1,29.9391,0 0 0,,
4558,155,1,1.49862,0 0 0,,
4560,155,1,0.826599,0 0 0,,
4561,155,1,0.723644,0 0 0,,
4562,155,1,2.51534,0 0 0,,
4563,155,1,0.943484,0 0 0,,
4565,155,1,0.432656,0 0 0,,
4566,155,1,0.827275,0 0 0,,
4567,155,1,0.198162,0 0 0,,
4568,155,1,0.801223,0 0 0,,
4569,155,1,0.362845,0 0 0,,
4570,155,1,0.921353,0 0 0,,
4571,155,1,29.7619,0 0 0,,
4573,155,1,0.74549,0 0 0,,
4574,155,1,1.03452,0 0 0,,
4575,155,1,23.5615,0 0 0,,
4576,155,1,1.4499,0 0 0,,
4577,155,1,0.817856,0 0 0,,
4578,155,1,0.173152,0 0 0,,
4579,155,1,1.43084,0 0 0,,
4580,155,1,0.680135,0 0 0,,
4581,155,1,2.83149,0 0 0,,
4582,155,1,1.85603,0 0 0,,
4583,155,1,0.311114,0 0 0,,
4584,155,1,0.354308,0 0 0,,
4585,155,1,1.21835,0 0 0,,
4586,155,1,0.93006,0 0 0,,
4587,155,1,1.66304,0 0 0,,
4588,155,1,0.537398,0 0 0,,
4589,155,1,0.524037,0 0 0,,
4590,155,1,0.469349,0 0 0,,
4592,155,1,1.17706,0 0 0,,
4593,155,1,1791.56,0 0 0,,
4596,155,1,0.364672,0 0 0,,
4597,156,1,0.86283,0 0 0,,
4598,156,1,2.25316,0 0 0,,
4599,156,1,3.51355,0 0 0,,
4600,156,1,2.12379,0 0 0,,
4601,156,1,0.578828,0 0 0,,
4602,156,1,1.50119,0 0 0,,
4603,156,1,0.710698,0 0 0,,
4604,156,1,39706.8,0 0 0,,
4606,156,1,0.465964,0 0 0,,
4607,156,1,0.831255,0 0 0,,
4608,156,1,0.370473,0 0 0,,
4609,156,1,1.08604,0 0 0,,
4611,156,1,3.68754,0 0 0,,
4612,156,1,3.53627,0 0 0,,
4613,156,1,3.14981,0 0 0,,
4614,156,1,1.71264,0 0 0,,
4615,156,1,0.852575,0 0 0,,
4616,156,1,1.892,0 0 0,,
4617,156,1,0.299234,0 0 0,,
4618,156,1,0.598776,0 0 0,,
4619,156,1,2.39954,0 0 0,,
4620,156,1,0.647765,0 0 0,,
4621,156,1,1.26038,0 0 0,,
4622,156,1,0.252714,0 0 0,,
4623,156,1,1.77845,0 0 0,,
4624,156,1,0.494147,0 0 0,,
4625,156,1,0,0 0 0,,
4626,156,1,1.16114,0 0 0,,
4627,156,1,0.601441,0 0 0,,
4628,156,1,0.56986,0 0 0,,
4629,156,1,0.650678,0 0 0,,
4630,156,1,0.30352,0 0 0,,
4631,156,1,0.574655,0 0 0,,
4632,156,1,1.515,0 0 0,,
4634,156,1,0.874996,0 0 0,,
4635,156,1,1.19481,0 0 0,,
4637,156,1,0.388463,0 0 0,,
4638,156,1,1.36311,0 0 0,,
4639,156,1,0.519954,0 0 0,,
4640,156,1,0.444969,0 0 0,,
4641,156,1,0.315146,0 0 0,,
4642,156,1,1.8237,0 0 0,,
4643,156,1,1.17281,0 0 0,,
4644,156,1,1.25214,0 0 0,,
4645,156,1,3.12074,0 0 0,,
4646,156,1,0.354086,0 0 0,,
4647,156,1,1.03588,0 0 0,,
4648,156,1,0.186574,0 0 0,,
4651,156,1,1.0725,0 0 0,,
4652,156,1,0.775662,0 0 0,,
4653,156,1,0.658508,0 0 0,,
4655,157,1,0.735611,0 0 0,,
4656,157,1,1.21045,0 0 0,,
4658,157,1,2.22757,0 0 0,,
4659,157,1,0.346083,0 0 0,,
4660,157,1,0.524857,0 0 0,,
4661,157,1,0.778274,0 0 0,,
4662,157,1,0.433144,0 0 0,,
4663,157,1,0.804415,0 0 0,,
4665,157,1,0.2017,0 0 0,,
4666,157,1,173.257,0 0 0,,
4667,157,1,0.669584,0 0 0,,
4668,157,1,2.31144,0 0 0,,
4670,157,1,1.11727,0 0 0,,
4671,157,1,0.535997,0 0 0,,
4672,157,1,0.879079,0 0 0,,
4673,157,1,0.66878,0 0 0,,
4674,157,1,0.658729,0 0 0,,
4675,157,1,0.531349,0 0 0,,
4676,157,1,3.73068,0 0 0,,
4678,157,1,0.885771,0 0 0,,
4679,157,1,1.55788,0 0 0,,
4680,157,1,0.590332,0 0 0,,
4681,157,1,1.57189,0 0 0,,
4682,157,1,0.739476,0 0 0,,
4683,157,1,1.94143,0 0 0,,
4684,157,1,0.105843,0 0 0,,
4685,157,1,0.53579,0 0 0,,
4686,157,1,1.56562,0 0 0,,
4687,157,1,0.883161,0 0 0,,
4688,157,1,1.1401,0 0 0,,
4689,157,1,1.1866,0 0 0,,
4690,157,1,0.443498,0 0 0,,
4691,157,1,1.66249,0 0 0,,
4692,157,1,1.22982,0 0 0,,
4693,157,1,0.408056,0 0 0,,
4694,157,1,0.228003,0 0 0,,
4696,157,1,1.85896,0 0 0,,
4698,157,1,0.896728,0 0 0,,
4699,157,1,84552.9,0 0 0,,
4700,157,1,42.6942,0 0 0,,
4701,157,1,0.897471,0 0 0,,
4702,157,1,0.631346,0 0 0,,
4703,157,1,4.08932,0 0 0,,
4704,157,1,4.55415,0 0 0,,
4705,157,1,0.88744,0 0 0,,
4706,157,1,0.883677,0 0 0,,
4707,157,1,1.06181,0 0 0,,
