feature_id,start_frame,used_num,score,stereo_error[3],track_error_per_frame[3],truth_error_per_frame[4]
5443,169,18,5.52605,-0.00925842 0.0338745 0.035117,0.831305 0.0319032 0.831917;-38.5832 0.857618 38.5927;-72.0986 1.41899 72.1125;-108.739 2.05087 108.759;-145.068 2.70452 145.093;-185.129 3.272 185.158;-217.87 3.7825 217.903;-254.391 4.25264 254.427;-294.525 4.8986 294.566;-328.318 5.35237 328.361;-364.714 5.95891 364.762;-403.881 6.56198 403.934;-437.491 7.06962 437.548;-473.675 7.61864 473.736;-509.999 8.15856 510.064;-549.864 8.75283 549.933;-582.29 9.14954 582.362;,0.0051118 -0.018218 -0.00303471 0.0191633;-0.00247068 0.0334071 -0.00201309 0.0335587;-0.00638362 -0.0129434 0.0024065 0.0146312;0.00894755 -0.018302 -0.0047562 0.0209199;-0.00641603 -0.012855 0.00165319 0.014462;0.00545011 0.0412909 -0.00116276 0.0416652;-0.00252068 -0.0121215 0.00131511 0.0124505;0.0052215 -0.012529 -0.000486535 0.0135822;-0.00617494 0.0475502 0.0027632 0.0480291;0.00903964 -0.00899115 -0.0026175 0.0130156;-0.00638307 -0.0122586 0.00241825 0.0140308;-0.00232069 0.0324907 0.00147076 0.0326067;0.00516417 -0.00876388 -0.00181858 0.0103335;-0.00634611 -0.01657 0.00327703 0.0180438;0.00900876 -0.00513153 -0.00333523 0.010891;-0.00607947 0.0427453 0.0034846 0.0433159;0.00906488 -0.00490335 -0.0020314 0.0105044;
5703,174,18,1.1651,-0.0192767 -0.00723267 0.0205889,-2.2558 0.0616656 2.25664;-29.4507 0.587072 29.4566;-59.7496 1.11366 59.76;-93.0502 1.77121 93.0671;-121.034 2.18925 121.053;-151.243 2.76487 151.268;-183.849 3.36121 183.88;-211.684 3.81685 211.719;-241.803 4.50773 241.845;-272.11 4.96919 272.155;-305.281 5.5787 305.332;-332.421 6.04205 332.476;-362.508 6.62635 362.569;-392.677 7.09638 392.741;-423.538 7.7229 423.608;-455.94 8.28881 456.016;-483.616 8.8258 483.697;,0.00930903 0.0366735 -0.00234603 0.0379092;-0.00648234 -0.0116272 0.000112435 0.0133126;0.00906146 -0.0205882 -0.00211027 0.0225929;-0.0101877 0.0473094 0.000372592 0.0483953;0.00911852 -0.0176807 -0.000784737 0.019909;-0.00648159 -0.0139 0.000129683 0.0153374;0.00922913 0.0293392 -0.00270578 0.0308753;-0.0102912 -0.0147823 0.00245986 0.018179;-0.00657801 -0.0167131 -0.00211066 0.0180846;0.0091152 -0.0115717 -0.000862122 0.0147558;-0.0100861 0.0409954 0.0012369 0.0422361;0.00906918 -0.0103568 -0.00193131 0.0139012;-0.00649056 -0.0177259 -7.87579e-05 0.018877;0.00523093 -0.0107651 -0.000267376 0.0119717;-0.00651418 -0.00318127 -0.000627643 0.00727661;0.00925112 0.0371311 -0.00219525 0.0383291;-0.0103606 -0.0232691 0.000845592 0.0254855;
5821,178,18,0.495585,-0.104409 0.0761719 0.129242,1.0803 0.0773824 1.08307;-34.3888 0.664114 34.3952;-72.6694 1.19571 72.6793;-105.278 1.68014 105.291;-140.718 2.19199 140.735;-176 2.71999 176.021;-214.973 3.33386 214.999;-246.685 3.92023 246.716;-282.158 4.65845 282.197;-317.716 5.38111 317.762;-354.161 6.08225 354.213;-392.405 6.87706 392.465;-425.213 7.51541 425.279;-463.417 8.25776 463.49;-496.397 9.00542 496.479;-532.061 9.80374 532.152;-566.899 10.6648 566.999;,0.00892315 -0.0265822 -0.00532349 0.0285407;-0.00638457 -0.0125701 0.00238398 0.0142987;0.00924266 0.0204441 -0.00239121 0.0225634;-0.00634528 -0.0145859 0.00329662 0.0162443;0.00519074 -0.0202731 -0.00120079 0.0209615;-0.00250462 -0.0177646 0.00168862 0.0180196;0.00541645 0.0401607 -0.00194426 0.0405709;-0.00642726 -0.0149687 0.00139156 0.0163495;-0.00265018 -0.0141395 -0.00169315 0.0144851;0.00504393 -0.0126633 -0.00461201 0.01439;-0.00645304 0.00215739 0.000792868 0.00685016;-0.00246564 0.0317556 -0.001897 0.0319077;-0.00645099 -0.0141834 0.000840399 0.0156042;0.00525263 0.0343123 -0.00425426 0.0349717;-0.00268501 -0.00960292 -0.0025024 0.0102804;-0.00653101 -0.0127829 -0.00101841 0.0143908;-0.00658533 -0.0271773 -0.00228057 0.0280567;
5882,180,18,0.873933,-0.0730179 -0.0172729 0.0750331,-1.91195 0.235215 1.92636;-34.2567 0.862907 34.2676;-69.2934 1.5424 69.3105;-104.43 2.08476 104.45;-143.153 2.7627 143.18;-174.692 3.19444 174.721;-209.786 3.8143 209.82;-244.916 4.31794 244.954;-280.855 4.91427 280.898;-318.419 5.57777 318.467;-350.722 6.01621 350.774;-388.375 6.68016 388.433;-420.806 7.10063 420.866;-455.866 7.70932 455.931;-490.11 8.23481 490.179;-528.636 8.84793 528.71;-561.026 9.28221 561.103;,0.00520046 0.0263041 -0.00546581 0.0273646;-0.00260878 -0.0158281 -0.000731187 0.0160583;-0.00645803 -0.0131693 0.000677278 0.0146831;0.00517078 -0.020135 -0.00166451 0.0208549;-0.00615728 0.0471577 0.00167712 0.0475875;0.0090517 -0.019511 -0.0023374 0.0216351;-0.00641506 -0.0126713 0.00167539 0.0143011;0.0090422 -0.0163773 -0.00255805 0.0188818;-0.00638769 0.00131404 0.00231105 0.00691884;-0.00622504 0.0273609 0.00159872 0.0281056;0.00905625 -0.0142663 -0.00223179 0.0170448;-0.0062243 0.0289571 0.00161613 0.0296625;0.00522733 -0.0101352 -0.000350936 0.0114093;-0.00256403 -0.01281 0.000308485 0.0130677;0.00517259 -0.022118 -0.00162262 0.0227726;-0.00611371 0.0432489 0.00268828 0.0437616;0.00906233 0.0115628 -0.00209001 0.0148389;
6049,188,18,0.847704,-0.106961 0.0224762 0.109297,-0.0997099 0.153289 0.182865;-28.3212 0.784212 28.3321;-52.5749 1.20139 52.5886;-80.7326 1.81459 80.753;-104.889 2.27824 104.914;-130.96 2.80628 130.99;-156.542 3.37363 156.578;-185.212 3.85665 185.253;-209.349 4.30761 209.393;-235.306 4.73304 235.354;-263.347 5.2257 263.399;-287.23 5.61394 287.285;-313.203 6.03952 313.261;-339.136 6.45628 339.197;-366.835 6.96455 366.901;-390.688 7.24245 390.755;-416.35 7.7753 416.422;,0.00898921 -0.00153881 -0.00378935 0.00987588;-0.0103105 0.0388177 -0.00248104 0.0402403;0.00914606 -0.0113991 -0.000145093 0.0146155;-0.0102945 0.036479 -0.00210929 0.0379624;0.00909952 -0.0113636 -0.00122629 0.0146095;-0.010441 -0.0111233 -0.00102082 0.01529;0.00902371 -0.0219469 -0.00298765 0.0239169;-0.0139981 0.0455066 0.00118585 0.0476256;0.0130132 0.00802195 -0.00113762 0.0153294;-0.0142461 -0.0168549 0.00141181 0.0221141;0.00933038 0.0373579 -0.000353512 0.038507;-0.0103436 -0.0188464 0.00124229 0.0215341;0.00916691 -0.00686 0.000339662 0.0114546;0.0130771 -0.00336872 0.000346175 0.0135084;-0.0141036 0.0192217 0.000233391 0.023842;0.00927354 -0.00590235 0.00281722 0.0113478;-0.010453 -0.0250514 -0.00129908 0.0271758;
6162,191,18,0.351853,0.0999866 -0.00610352 0.100173,-0.819368 0.0619412 0.821706;-19.1171 0.386274 19.121;-38.8928 0.803578 38.9011;-58.1603 1.15777 58.1719;-80.0097 1.57429 80.0252;-98.1789 1.94983 98.1983;-117.989 2.32899 118.012;-139.144 2.74349 139.171;-157.351 3.09031 157.381;-177.083 3.50305 177.118;-196.707 3.89577 196.746;-217.957 4.29362 218;-235.99 4.74143 236.038;-255.673 5.11299 255.725;-277.365 5.55872 277.42;-294.899 5.98651 294.96;-314.485 6.35288 314.549;,0.0133028 0.0116225 0.00110071 0.0176991;0.0131904 -0.030944 0.00297801 0.0337696;-0.0263046 0.000682407 -0.00622994 0.0270409;0.0131762 -0.0460679 0.00264954 0.0479884;0.0212976 0.0257467 0.00367125 0.0336149;-0.0262903 0.0100391 -0.00589635 0.0287529;0.0131567 -0.0263927 0.00219608 0.0295719;-0.0260752 0.0340029 -0.00538936 0.0431874;0.0131596 -0.0269161 0.00226456 0.0300463;0.0209949 -0.0281779 0.00262522 0.0352373;-0.0262764 -0.0138756 -0.00557341 0.0302332;0.0133596 0.020938 0.00242003 0.0249547;-0.0263824 -0.0190153 -0.00803546 0.0334989;0.0131627 -0.0233539 0.00233535 0.0269094;0.0133738 0.0372895 0.00125247 0.039635;-0.0184865 -0.022651 -0.00626642 0.0299013;0.0131666 -0.0223607 0.0024257 0.0260623;
6215,192,18,0.54871,0.081578 -0.0416565 0.0915983,0.901951 0.0123644 0.902036;-35.416 0.639662 35.4218;-70.8119 1.15113 70.8213;-110.87 1.84897 110.886;-144.379 2.35915 144.399;-180.639 2.98621 180.664;-219.619 3.59743 219.649;-252.99 4.02672 253.022;-289.052 4.56214 289.088;-325.066 5.08276 325.106;-363.672 5.77591 363.718;-396.739 6.30868 396.789;-432.482 6.95007 432.538;-471.892 7.60183 471.953;-504.018 8.08528 504.082;-539.668 8.602 539.737;-577.097 9.10762 577.169;,0.00512411 -0.0195909 -0.00274917 0.0204357;-0.00256176 -0.0114262 0.000360925 0.0117154;0.00517952 -0.0321566 -0.00146183 0.0326038;-0.00231184 0.0495033 0.000179058 0.0495576;0.00516189 -0.000186514 -0.0018712 0.00549375;-0.0063986 -0.0089922 0.00205751 0.0112265;-0.00232832 0.0327167 0.00129391 0.0328249;0.00521543 -0.0143584 -0.000627507 0.0152892;-0.00250116 -0.0133722 0.00176901 0.0137186;0.00518166 -0.0138078 -0.0014119 0.0148155;-0.00622622 0.028045 0.00157198 0.0287708;0.00897697 -0.0135434 -0.00407317 0.0167511;-0.00641516 -0.0182148 0.00167294 0.0193838;-0.00612439 0.0402804 0.00244118 0.0408164;0.00900096 -0.00965137 -0.00351593 0.0136575;-0.00632966 -0.0206052 0.00365982 0.021864;0.00539986 0.01713 -0.000832647 0.0179802;
6461,199,18,1.29701,0.0757542 -0.0686035 0.102201,0.841833 -0.0518489 0.843429;-36.8475 0.492912 36.8508;-74.5423 1.05781 74.5498;-115.087 1.68657 115.099;-149.906 2.14537 149.921;-187.427 2.76165 187.447;-228.836 3.29529 228.859;-262.369 3.71972 262.395;-299.589 4.14501 299.617;-338.472 4.65689 338.504;-372.706 5.08871 372.741;-410.515 5.62514 410.553;-446.534 6.03244 446.575;-487.097 6.58882 487.142;-520.899 6.98695 520.946;-557.526 7.51154 557.577;-598.199 8.16936 598.255;,0.00898617 -0.0221265 -0.00385983 0.0241916;-0.00631887 -0.003972 0.00391002 0.00842574;0.00515293 -0.0135904 -0.00207934 0.0146825;-0.00232359 0.0375513 0.00140376 0.0376493;0.00519398 -0.0109835 -0.00112557 0.0122017;-0.00254034 -0.00858834 0.000858592 0.00899723;0.00547121 0.0499768 -0.000672043 0.0502798;-0.00245382 -0.0105616 0.00286897 0.011216;0.00524249 -0.0128119 1.50325e-06 0.013843;-0.00609335 0.0142913 0.00465922 0.0162197;0.00903572 -0.0120015 -0.00270818 0.0152648;-0.00631204 -0.00252707 0.00406907 0.00792371;0.0052414 -0.0266973 -2.36119e-05 0.0272069;-0.00227402 0.0425066 0.00255597 0.0426441;0.00522531 -0.0143172 -0.000397344 0.0152461;-0.0024888 -0.0185666 0.00205652 0.0188452;0.00538109 0.0522997 -0.00276556 0.0526485;
6581,204,18,0.66016,-0.0434124 -0.00508118 0.0437088,0.427316 0.0708627 0.433152;-19.6318 0.389227 19.6357;-35.8863 0.662023 35.8924;-54.0865 1.03762 54.0964;-73.1271 1.31313 73.1389;-89.8899 1.58495 89.9038;-108.39 1.96826 108.408;-126.037 2.23098 126.057;-146.006 2.52059 146.028;-162.68 2.84435 162.705;-180.77 3.11747 180.797;-200.749 3.39423 200.778;-216.945 3.72971 216.977;-234.467 3.99276 234.501;-254.427 4.27135 254.462;-270.217 4.53209 270.255;-291.809 4.94461 291.851;,0.0130998 -0.0267362 0.00087327 0.0297857;0.0214616 0.0316368 0.00747965 0.0389543;-0.0341851 0.0191254 -0.00763976 0.0399094;0.0210755 -0.0261208 0.00449889 0.0338632;0.0135237 0.00959044 0.00623046 0.0177111;0.0132747 -0.0176139 0.00493832 0.0226021;-0.0263729 0.0213737 -0.00781617 0.0348347;0.0133117 -0.0323739 0.0057979 0.0354808;0.0135273 0.0447242 0.00631481 0.0471499;-0.0263377 0.00320729 -0.00699838 0.0274398;0.0133084 -0.0149079 0.0057203 0.0207865;0.0215186 0.0453514 0.00880376 0.0509638;-0.0342748 0.00181434 -0.00972344 0.0356735;0.0133086 -0.0302752 0.00572548 0.0335632;0.0214506 0.0491933 0.00872355 0.054371;0.0128107 -0.0380871 0.0046365 0.0404504;-0.0263324 0.00736216 -0.00687474 0.0281933;
6588,204,18,0.0927438,0.0606061 -0.00418091 0.0607502,0.492892 0.00868943 0.492969;-20.3584 0.327438 20.361;-37.3133 0.684678 37.3196;-56.1745 1.01668 56.1837;-75.9961 1.318 76.0076;-93.3551 1.67154 93.3701;-112.631 2.03301 112.649;-130.971 2.32394 130.992;-151.592 2.77423 151.618;-168.858 3.0681 168.885;-187.606 3.39618 187.637;-208.178 3.8472 208.214;-224.917 4.10196 224.954;-243.119 4.42948 243.159;-263.643 4.88062 263.688;-279.901 5.14443 279.949;-302.447 5.56452 302.498;,0.0210602 -0.0314741 0.00414251 0.0380961;0.0135445 0.0342989 0.0052186 0.0372438;-0.0263364 0.00217207 -0.00696662 0.0273287;0.0132201 -0.0253632 0.00367004 0.0288363;0.0134785 0.00593617 0.00518055 0.0156123;-0.0263213 -0.00403462 -0.00661737 0.0274387;0.0131909 -0.00938606 0.00299001 0.0164632;0.0211574 -0.0393129 0.00640102 0.0451012;-0.0340706 0.0508539 -0.0094704 0.0619403;0.0211259 -0.0253376 0.00566883 0.0334729;0.0132225 -0.0201265 0.00372662 0.024368;-0.0261125 0.0433082 -0.00775301 0.0511622;0.0132695 -0.0211427 0.00481718 0.0254224;0.0132104 -0.0338084 0.00344371 0.0364607;-0.0261788 0.0382848 -0.00779613 0.0470301;0.0127915 -0.0478041 0.00419126 0.0496631;0.0210894 0.000842832 0.00482206 0.0216501;
324,54,19,0.419627,0.0593246 -0.0515747 0.0786089,0.235731 -0.371223 0.439745;-28.8212 11.498 31.0301;-54.2159 20.8036 58.0703;-84.2996 30.7293 89.7258;-118.505 40.7961 125.331;-149.168 48.6792 156.91;-182.606 56.129 191.038;-220.683 63.0378 229.51;-254.146 67.6776 263.003;-290.939 71.3372 299.557;-333.467 73.1461 341.395;-365.238 74.1059 372.68;-401.31 74.4363 408.155;-436.337 75.369 442.798;-473.64 76.7264 479.814;-505.519 77.8605 511.479;-540.018 79.1662 545.79;-577.082 80.5135 582.672;,0.0136615 -0.0180464 0.000698449 0.022645;-0.00595621 0.0486454 -0.00134583 0.0490272;0.00175064 -0.00883192 0.00462791 0.0101235;0.00553065 -0.0120194 0.00407421 0.0138439;-0.002322 0.0338936 0.000559794 0.0339776;0.0092117 -0.0153935 0.00167622 0.0180173;0.00533355 -0.0301298 0.00352215 0.0308003;-0.0100962 0.0338716 0.00471233 0.035657;0.0130205 -0.0179666 0.00223015 0.0223003;0.00140841 -0.0164868 0.00564789 0.0174842;0.00584825 0.0722842 0.0119027 0.0734907;-0.00288039 -0.0461167 -0.00466456 0.0464414;0.00519006 -0.0184169 -0.000312928 0.0191368;0.00532693 -0.0167305 0.0027039 0.017765;-0.00617144 0.0207401 0.00337163 0.0218999;0.00532697 -0.0175685 0.00229056 0.0185007;0.00527462 -0.0159572 0.00108125 0.0168411;0.00542264 0.0298436 3.8228e-07 0.0303323;
469,59,19,0.532327,-0.0865636 -0.0115051 0.0873248,0.66691 -0.0856225 0.672384;-30.7111 10.5803 32.4825;-66.7595 21.2627 70.0638;-98.5047 29.3292 102.778;-133.571 36.7994 138.547;-174.041 44.1954 179.564;-204.673 47.092 210.021;-239.683 48.9487 244.63;-273.869 49.8348 278.366;-310.561 50.7774 314.685;-341.944 51.6591 345.824;-375.815 52.6577 379.486;-412.113 53.7296 415.601;-444.069 54.7474 447.431;-476.788 55.7181 480.033;-510.314 56.6851 513.453;-546.355 57.6533 549.388;-577.235 58.382 580.179;,-0.00258372 -0.0091564 0.000447048 0.00952444;0.00528691 -0.033538 0.00244696 0.0340402;-0.00662934 0.0382505 -0.00588583 0.0392644;0.00511602 -0.0168377 -0.000177616 0.0175987;-0.00265271 -0.0121164 0.00160194 0.0125064;-0.0110424 0.0759229 -0.0176316 0.0787216;-0.00180551 -0.0416112 0.0201146 0.0462531;0.0091097 -0.0174104 -0.000149229 0.0196502;-0.00259313 -0.0129197 0.000329215 0.0131814;0.00151102 0.0337951 0.000150613 0.0338292;0.00139177 -0.0110026 0.00168257 0.0112172;0.00140463 -0.0109927 0.00200783 0.0112625;0.00156904 0.0330415 0.00132339 0.0331052;0.00138983 0.00385584 0.000173379 0.00410234;0.00136399 -0.0114136 0.00103426 0.0115413;-0.00250634 -0.0134336 0.00155753 0.0137539;-0.00234322 0.0308875 0.000872348 0.0309885;-0.00248684 -0.0142392 0.0020347 0.0145972;
1802,90,19,0.276255,0.0391165 -0.033493 0.0514965,0.645543 -0.0446853 0.647088;-21.0479 0.202041 21.0488;-38.5861 0.343684 38.5876;-59.8239 0.645001 59.8274;-80.939 0.967469 80.9448;-99.5246 1.18848 99.5317;-121.242 1.43618 121.251;-139.709 1.72532 139.719;-159.792 2.02759 159.805;-179.941 2.24025 179.955;-201.547 2.53353 201.563;-219.462 2.85781 219.481;-239.967 3.10717 239.987;-261.511 3.41336 261.533;-279.845 3.69794 279.869;-299.721 4.00072 299.748;-321.086 4.31129 321.115;-341.956 4.60011 341.987;,0.0132165 -0.031217 0.00359505 0.0340896;0.0135286 0.0119067 0.00485473 0.0186645;0.0132629 -0.0454161 0.00616515 0.047713;0.0132824 -0.0118345 0.00362264 0.0181549;-0.0260419 0.0446544 -0.00461405 0.0518988;0.0132877 -0.0268307 0.00524239 0.0303962;0.0135286 0.0203761 0.00634693 0.0252684;-0.02622 -0.0055074 -0.00426106 0.0271289;0.013251 -0.0251135 0.00438839 0.0287321;0.0133732 -0.0212791 0.00722714 0.026151;0.0214619 0.0200287 0.00748805 0.0302957;-0.0262469 -0.0105968 -0.00488811 0.0287243;0.0133551 -0.00710571 0.00680701 0.0165887;0.0135069 0.0249899 0.00584141 0.0290009;-0.0182879 -0.0181871 -0.00165111 0.0258446;0.0132846 -0.0212916 0.00516813 0.0256227;0.0131145 0.0238042 0.00570632 0.0277703;0.0212189 -0.032276 0.00782984 0.0394118;
2226,96,19,0.234764,-0.0732717 -0.00933838 0.0738644,-1.13911 0.0986616 1.14338;-18.8054 0.400672 18.8097;-37.8614 0.886326 37.8718;-56.9621 1.25744 56.9759;-77.4473 1.68948 77.4657;-94.596 2.06923 94.6186;-114.221 2.50893 114.249;-134.706 2.97053 134.739;-152.364 3.29715 152.4;-171.43 3.77326 171.472;-192.012 4.13873 192.057;-212.146 4.61457 212.196;-231.595 4.98996 231.649;-250.681 5.30663 250.737;-271.229 5.79863 271.291;-289.351 6.09268 289.415;-309.471 6.4368 309.538;-327.127 6.79766 327.198;,0.013295 0.0335074 0.000921988 0.0360605;0.013223 -0.00889588 0.00373944 0.0163698;-0.0264982 -0.00907963 -0.0107245 0.0299935;0.0131838 -0.0080799 0.0028274 0.0157191;-0.0261166 0.0314792 -0.00784672 0.0416483;0.0131364 -0.00704026 0.00172641 0.0150037;0.0210273 0.0132235 0.00337817 0.0250683;-0.0262051 0.0283338 -0.00840778 0.0394994;0.0132299 -0.00267775 0.00389868 0.0140499;-0.0264475 -0.018543 -0.00954674 0.0336816;0.0209615 0.0476957 0.00634171 0.0524832;0.0131005 -0.0117211 0.000890052 0.0176011;-0.0263041 -0.0101831 -0.00621669 0.0288834;0.0132807 0.00192188 0.00507814 0.0143478;-0.0262397 0.0204763 -0.00921153 0.0345348;0.0211845 0.0244064 0.00703247 0.0330744;0.013459 0.0377309 0.00473104 0.040338;-0.0263382 -0.0275093 -0.00700847 0.0387244;
2321,98,19,1.63979,0.096763 -0.0386658 0.104202,0.823058 0.0140653 0.823179;-34.4074 0.629461 34.4131;-72.3529 1.25066 72.3637;-103.882 1.8786 103.898;-139.946 2.58159 139.97;-177.783 3.19292 177.812;-210.142 3.81826 210.177;-245.18 4.46759 245.221;-210.483 -5.11509 210.545;-246.172 -4.5417 246.213;-280.948 -4.01603 280.977;-314.593 -3.4456 314.611;-350.923 -2.89366 350.935;-382.829 -2.4218 382.837;-418.143 -1.90555 418.147;-449.2 -1.50816 449.203;-482.772 -1.0735 482.773;-516.551 -0.849234 516.551;,0.00514264 -0.0174785 -0.00231969 0.0183664;-0.00257639 -0.0121906 1.98722e-05 0.0124599;0.0054161 0.0285901 -0.00195395 0.0291641;-0.00646565 -0.011391 0.000498881 0.0131076;-0.00260936 0.00207576 -0.000745336 0.00341659;0.00537374 0.029912 -0.00144057 0.030425;-0.00259224 -0.0138337 -0.000347806 0.0140788;-0.00642559 -0.0141938 0.0014302 0.015646;0.127012 -1.18287 0.108432 1.1946;-0.00636641 -0.0345153 0.00280558 0.0352094;0.00907837 -0.00401134 -0.00171747 0.0100726;-0.00639132 -0.0245478 0.00222707 0.0254638;0.00926751 0.0258337 -0.00181372 0.0275056;-0.00634348 -0.00957353 0.00333869 0.0119599;0.00542208 0.00971244 -0.00031652 0.0111279;-0.00244803 -0.0219091 0.003004 0.0222492;0.00526504 -0.0176203 0.00052559 0.0183976;0.00927637 -0.00909133 0.00288293 0.0133047;
2539,101,19,1.08385,0.111687 0.0152283 0.112721,0.690053 -0.00879726 0.690109;-34.1499 0.573096 34.1547;-70.7998 1.10771 70.8085;-102.179 1.60479 102.192;-136.218 2.05254 136.233;-172.625 2.63483 172.645;-208.256 3.23657 208.281;-242.708 3.56486 242.734;-276.167 4.21571 276.2;-311.967 4.80189 312.004;-343.42 5.56355 343.465;-378.245 6.1574 378.295;-408.63 6.80226 408.686;-441.754 7.52688 441.818;-474.88 8.05597 474.949;-511.391 8.83655 511.467;-540.976 9.34269 541.056;-573.909 10.0364 573.997;,0.00903143 -0.0208954 -0.00280907 0.0229363;-0.00639774 0.0094279 0.00207716 0.0115815;0.00929337 0.0276909 -0.00121399 0.029234;-0.00637199 -0.00556977 0.00267509 0.00887585;0.00913823 -0.0139795 -0.000327465 0.0167045;-0.00655735 0.0366488 0.00285977 0.0373405;0.00904644 -0.0275681 -0.00245962 0.0291185;-0.00620307 0.00270427 0.00660039 0.00945285;0.00898087 -0.0170841 -0.00398279 0.0197075;-0.0061891 0.0261604 0.00243451 0.0269925;-0.00656862 -0.0053387 -0.00189211 0.00867344;0.00922738 0.0107558 -0.00274608 0.0144351;-0.00649915 -0.0239781 -0.000277721 0.0248448;-0.00652557 -0.0218023 -0.000892027 0.0227754;0.00905624 -0.0147934 -0.00223138 0.0174882;-0.00627206 0.0371673 -0.000989983 0.0377058;0.00516591 -0.0164741 -0.00177734 0.0173563;-0.00651212 -0.0255244 -0.000579168 0.0263484;
2937,110,19,1.35877,-0.119323 -0.0196838 0.120936,-1.7107 -0.00333463 1.7107;-36.4456 0.541372 36.4496;-74.994 1.10019 75.0021;-108.705 1.61049 108.717;-145.246 2.16337 145.263;-181.723 2.75889 181.743;-221.927 3.42361 221.953;-254.806 4.08335 254.839;-291.404 4.78846 291.444;-330.983 5.54719 331.029;-364.875 6.16435 364.927;-321.685 2.83886 321.697;-360.927 3.40055 360.943;-393.538 3.85199 393.557;-430.85 4.43168 430.873;-466.343 4.96952 466.369;-506.375 5.54554 506.406;-539.091 6.0013 539.125;,0.00536014 0.0221391 -0.00175636 0.0228463;-0.00250771 -0.00140786 0.00161642 0.00329901;0.00539307 0.00871057 -0.000991205 0.0102928;-0.00249994 -0.0168084 0.00179768 0.0170881;0.00517952 -0.0202677 -0.00146155 0.0209701;-0.00253066 -0.0169118 0.001084 0.0171344;0.00539704 0.0405193 -0.00239546 0.0409473;-0.00645693 -0.0131134 0.000702949 0.0146338;-0.00260895 -0.0145036 -0.000734906 0.0147547;-0.00626028 0.0322795 0.000780731 0.0328902;0.00893655 -0.0104234 -0.00501211 0.0146161;0.0260593 -1.27913 0.0294471 1.27974;0.00538827 0.033521 -0.00110222 0.0339692;-0.00632588 -0.0301112 0.0037475 0.0309959;-0.00252034 0.00133383 0.00132385 0.00314385;0.00516785 -0.0233893 -0.00173238 0.0240159;-0.00223142 0.0459726 0.00204853 0.0460723;0.00519527 -0.00587424 -0.00109539 0.00791817;
3516,127,19,0.630663,-0.033308 0.0209045 0.0393246,0.794614 0.0655219 0.797311;-36.1144 0.792969 36.1231;-67.8881 1.38488 67.9022;-102.177 2.02355 102.197;-138.985 2.77039 139.012;-170.625 3.30372 170.657;-204.754 3.95471 204.792;-238.726 4.58497 238.77;-272.83 5.0736 272.877;-311.114 5.84023 311.169;-340.797 6.26853 340.855;-377.335 7.02124 377.4;-408.549 7.59451 408.62;-442.413 8.14621 442.488;-476.233 8.82025 476.314;-512.723 9.4351 512.809;-543.871 9.97733 543.963;-576.681 10.6102 576.778;,0.00510999 -0.018587 -0.00307642 0.0195206;-0.00629406 0.0373199 -4.02687e-06 0.0378469;0.00896878 -0.0178468 -0.00426336 0.0204236;-0.00645358 -0.0071599 0.000780672 0.0096707;-0.00630941 0.0348493 -0.000360548 0.0354177;0.00901129 -0.0160473 -0.00327589 0.0186936;-0.00646307 -0.0107353 0.00056018 0.0125432;-0.00644984 -0.0142329 0.000867584 0.0156501;0.00907362 -0.0146557 -0.00182777 0.0173338;-0.00623973 0.0594557 -0.000238878 0.0597827;0.00521092 -0.0277324 -0.000731733 0.0282272;-0.00631435 0.0292638 -0.000475722 0.0299411;-0.00258539 -0.0168292 -0.000187825 0.0170277;0.00517144 -0.0128938 -0.00164927 0.0139898;-0.00648243 -0.0180842 0.00011014 0.0192113;0.00920415 0.0367721 -0.00328639 0.0380487;-0.00641783 -0.0193888 0.00161089 0.0204868;-0.00646527 -0.0362085 0.000508776 0.0367847;
3632,130,19,0.398478,-0.023571 0.0100708 0.0256323,0.906899 -0.0869802 0.911061;-36.5106 0.545635 36.5147;-68.5726 1.01475 68.5802;-103.179 1.63141 103.192;-137.916 2.11389 137.933;-172.531 2.80697 172.554;-211.623 3.42307 211.65;-241.713 4.03129 241.747;-278.696 4.74949 278.737;-310.356 5.15427 310.399;-344.639 5.75501 344.687;-379.122 6.26854 379.174;-416.027 6.88866 416.084;-447.509 7.43238 447.571;-480.925 7.95558 480.991;-519.668 8.63983 519.74;-550.569 9.10463 550.644;-584.856 9.77314 584.937;,0.00521456 -0.0203007 -0.000647117 0.0209697;-0.00236379 0.0325709 0.000470069 0.03266;0.00520155 -0.0182253 -0.000949495 0.0189768;-0.0064282 -0.0110565 0.00137041 0.0128626;0.0090747 -0.0181214 -0.00180257 0.0203466;-0.0064834 -0.0109 8.77805e-05 0.0126827;0.00928801 0.0585893 -0.00283446 0.0593887;-0.006475 -0.0275602 0.000283102 0.028312;-0.00627921 0.0280923 0.000340833 0.0287875;0.00524482 -0.017689 5.56843e-05 0.0184502;-0.00256813 -0.0173518 0.000213227 0.0175421;0.00519998 -0.0122797 -0.000986133 0.0133717;-0.00620927 0.026496 0.00196532 0.0272847;-0.00641135 -0.0212788 0.00176149 0.0222934;0.00903065 -0.0256764 -0.00282627 0.0273646;-0.00616876 0.0568404 0.0014095 0.0571915;0.00904431 -0.00542823 -0.00250896 0.0108425;-0.00646855 -0.018529 0.000432518 0.0196305;
